CAL30216.1	Scaffold10	33.462	260	122	2	847	1055	2419226	2418447	1.56e-29	129
CAL30216.1	Scaffold10	30.698	215	147	2	821	1033	1154392	1155036	2.60e-23	108
CAL30216.1	Scaffold10	31.250	256	117	5	767	971	2419190	2418447	3.96e-22	104
CAL30216.1	Scaffold10	31.674	221	129	5	820	1018	295961	296623	8.05e-22	103
CAL30216.1	Scaffold10	27.500	200	124	3	883	1061	2083245	2083844	1.13e-21	86.3
CAL30216.1	Scaffold10	27.848	79	36	1	825	882	2082949	2083185	1.13e-21	37.7
CAL30216.1	Scaffold10	28.646	192	116	3	841	1011	2083245	2083820	1.68e-19	92.0
CAL30216.1	Scaffold10	32.143	28	19	0	816	843	2083111	2083194	1.68e-19	24.6
CAL30216.1	Scaffold10	33.508	191	105	5	862	1030	295961	296533	4.37e-19	94.7
CAL30216.1	Scaffold10	36.364	132	80	1	893	1020	384335	383940	1.86e-15	82.8
CAL30216.1	Scaffold10	35.556	135	79	2	810	936	384344	383940	1.04e-14	80.1
CAL30216.1	Scaffold10	28.866	194	95	3	905	1055	374253	374834	3.13e-13	70.9
CAL30216.1	Scaffold10	48.000	25	13	0	875	899	374150	374224	3.13e-13	24.6
CAL30216.1	Scaffold10	31.609	174	97	5	904	1055	295961	296482	5.00e-13	74.7
CAL30216.1	Scaffold10	28.351	194	96	3	821	971	374253	374834	4.77e-12	71.2
CAL30216.1	Scaffold10	23.478	230	131	2	869	1053	1154155	1154844	1.32e-11	70.1
CAL30216.1	Scaffold10	34.400	125	78	1	935	1055	384335	383961	6.76e-11	67.8
CAL30216.1	Scaffold10	35.443	79	47	3	859	933	387443	387207	2.04e-09	47.0
CAL30216.1	Scaffold10	28.916	83	55	1	940	1018	387202	386954	2.04e-09	35.4
CAL30216.1	Scaffold10	33.588	131	77	3	767	894	384311	383940	3.11e-09	62.0
CAL30216.1	Scaffold10	37.500	64	36	1	975	1034	372394	372585	3.38e-09	46.6
CAL30216.1	Scaffold10	39.286	56	30	2	924	975	372230	372397	3.38e-09	35.0
CAL30216.1	Scaffold10	37.500	64	36	1	933	992	372394	372585	4.00e-09	48.9
CAL30216.1	Scaffold10	37.500	56	31	2	882	933	372230	372397	4.00e-09	32.7
CAL30216.1	Scaffold10	31.405	121	77	3	811	927	2083464	2083820	6.81e-08	57.8
CAL30216.1	Scaffold10	37.500	64	36	1	891	950	372394	372585	1.20e-07	47.8
CAL30216.1	Scaffold10	35.714	56	32	2	840	891	372230	372397	1.20e-07	28.5
CAL30216.1	Scaffold10	35.443	79	47	3	901	975	387443	387207	4.88e-07	43.9
CAL30216.1	Scaffold10	35.849	53	30	1	982	1030	387202	387044	4.88e-07	30.0
CAL30216.1	Scaffold10	33.333	78	48	3	818	891	387440	387207	6.00e-06	36.6
CAL30216.1	Scaffold10	28.916	83	55	1	898	976	387202	386954	6.00e-06	33.9
CAL30216.1	Scaffold10	35.897	78	50	0	933	1010	2749247	2749014	2.98e-05	48.9
CAL30216.1	Scaffold10	29.114	79	35	1	951	1008	2082949	2083185	8.62e-05	41.2
CAL30216.1	Scaffold10	24.390	41	31	0	911	951	2082764	2082886	8.62e-05	25.4
CAL30216.1	Scaffold10	25.806	155	72	3	818	929	374370	374834	1.12e-04	47.0
CAL30216.1	Scaffold10	33.333	78	52	0	815	892	296390	296623	1.20e-04	47.0
CAL30216.1	Scaffold10	37.500	64	36	1	849	908	372394	372585	1.67e-04	46.6
CAL30216.1	Scaffold10	35.000	80	52	0	891	970	2749247	2749008	2.74e-04	45.8
CAL30216.1	Scaffold10	36.250	80	51	0	849	928	2749247	2749008	4.61e-04	45.1
CAL30216.1	Scaffold10	35.714	70	45	0	815	884	2749223	2749014	0.001	43.9
CAL30216.1	Scaffold10	37.500	56	31	1	815	866	372418	372585	0.001	43.9
CAL30216.1	Scaffold10	41.071	56	33	0	975	1030	2749247	2749080	0.002	43.1
CAL30216.1	Scaffold10	38.462	39	24	0	1017	1055	372394	372510	0.002	33.1
CAL30216.1	Scaffold10	35.714	56	32	2	966	1017	372230	372397	0.002	28.5
CAL30216.1	Scaffold10	26.582	79	37	1	867	924	2082949	2083185	0.020	32.3
CAL30216.1	Scaffold10	24.390	41	31	0	827	867	2082764	2082886	0.020	25.4
CAL30216.1	Scaffold10	27.586	87	59	1	810	892	387214	386954	0.080	37.7
CAL30216.1	Scaffold10	29.577	142	79	7	943	1080	387443	387069	0.37	35.4
CAL30216.1	Scaffold10	37.255	51	31	1	991	1040	1726516	1726668	0.97	34.3
