CAL30215.1	Scaffold10	45.600	125	60	2	835	953	2419187	2418819	1.31e-22	105
CAL30215.1	Scaffold10	40.650	123	69	1	835	953	384308	383940	6.86e-19	94.0
CAL30215.1	Scaffold10	33.511	188	75	3	838	977	2419040	2418483	7.65e-18	90.5
CAL30215.1	Scaffold10	50.000	74	37	0	880	953	374253	374474	5.17e-17	77.4
CAL30215.1	Scaffold10	52.000	25	12	0	850	874	374150	374224	5.17e-17	30.8
CAL30215.1	Scaffold10	40.000	135	75	4	834	963	296132	296533	9.93e-17	86.7
CAL30215.1	Scaffold10	28.488	172	77	2	829	954	1154359	1154874	1.03e-13	76.6
CAL30215.1	Scaffold10	50.000	74	37	0	838	911	374253	374474	3.00e-13	75.1
CAL30215.1	Scaffold10	38.136	118	68	2	864	977	2419226	2418876	1.12e-11	70.1
CAL30215.1	Scaffold10	28.571	168	97	3	836	983	1154770	1155264	3.62e-11	68.6
CAL30215.1	Scaffold10	31.548	168	64	2	830	946	2418950	2418447	1.00e-10	67.0
CAL30215.1	Scaffold10	32.886	149	78	5	837	963	295961	296407	1.11e-10	66.6
CAL30215.1	Scaffold10	28.221	163	96	2	822	963	2083263	2083751	1.46e-10	66.2
CAL30215.1	Scaffold10	30.894	123	84	1	832	953	1154245	1154613	2.26e-09	62.4
CAL30215.1	Scaffold10	33.846	130	77	3	852	977	384371	383997	3.16e-09	62.0
CAL30215.1	Scaffold10	27.152	151	73	3	844	958	2419517	2419068	4.41e-08	58.2
CAL30215.1	Scaffold10	29.825	114	61	2	858	952	2083245	2083586	9.84e-07	53.9
CAL30215.1	Scaffold10	23.871	155	116	2	817	969	1154071	1154535	2.01e-06	52.8
CAL30215.1	Scaffold10	40.816	49	29	0	908	956	372394	372540	7.05e-06	45.4
CAL30215.1	Scaffold10	46.154	26	14	0	857	882	372230	372307	7.05e-06	24.6
CAL30215.1	Scaffold10	37.143	70	44	0	832	901	2749223	2749014	7.11e-06	50.8
CAL30215.1	Scaffold10	32.955	88	59	0	822	909	296360	296623	7.73e-06	50.8
CAL30215.1	Scaffold10	31.858	113	71	3	836	944	2083488	2083820	1.24e-05	50.1
CAL30215.1	Scaffold10	28.387	155	68	3	835	946	374370	374834	1.55e-05	49.7
CAL30215.1	Scaffold10	34.409	93	57	1	866	958	2749247	2748981	1.57e-05	49.7
CAL30215.1	Scaffold10	36.923	65	40	1	900	964	2083245	2083436	6.02e-05	47.8
CAL30215.1	Scaffold10	39.062	64	35	1	866	925	372394	372585	6.12e-05	47.8
CAL30215.1	Scaffold10	32.911	79	49	3	834	908	387443	387207	3.40e-04	34.3
CAL30215.1	Scaffold10	33.333	54	32	1	915	964	387202	387041	3.40e-04	29.6
CAL30215.1	Scaffold10	38.596	57	35	0	908	964	2749247	2749077	8.16e-04	44.3
